CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_V_A_VL_DIRCRED_PRAZO;TAB_V_A1_VL_PRAZO_VENC_30;TAB_V_A2_VL_PRAZO_VENC_60;TAB_V_A3_VL_PRAZO_VENC_90;TAB_V_A4_VL_PRAZO_VENC_120;TAB_V_A5_VL_PRAZO_VENC_150;TAB_V_A6_VL_PRAZO_VENC_180;TAB_V_A7_VL_PRAZO_VENC_360;TAB_V_A8_VL_PRAZO_VENC_720;TAB_V_A9_VL_PRAZO_VENC_1080;TAB_V_A10_VL_PRAZO_VENC_MAIOR_1080;TAB_V_B_VL_DIRCRED_INAD;TAB_V_B1_VL_INAD_30;TAB_V_B2_VL_INAD_60;TAB_V_B3_VL_INAD_90;TAB_V_B4_VL_INAD_120;TAB_V_B5_VL_INAD_150;TAB_V_B6_VL_INAD_180;TAB_V_B7_VL_INAD_360;TAB_V_B8_VL_INAD_720;TAB_V_B9_VL_INAD_1080;TAB_V_B10_VL_INAD_MAIOR_1080;TAB_V_C_VL_DIRCRED_ANTECIPADO;TAB_V_C1_VL_ANTECIPADO_30;TAB_V_C2_VL_ANTECIPADO_60;TAB_V_C3_VL_ANTECIPADO_90;TAB_V_C4_VL_ANTECIPADO_120;TAB_V_C5_VL_ANTECIPADO_150;TAB_V_C6_VL_ANTECIPADO_180;TAB_V_C7_VL_ANTECIPADO_360;TAB_V_C8_VL_ANTECIPADO_720;TAB_V_C9_VL_ANTECIPADO_1080;TAB_V_C10_VL_ANTECIPADO_MAIOR_1080
51.956.448/0001-14;FIDC SOMACRED CONSIGNADO PÚBLICO II - RESPONSABILIDADE LIMITADA;2024-11-30;413859162.56;9742495.21;9829332.43;9668570.23;9538511.75;9374876.47;9254579.52;52441692.07;91136912.65;75566875.39;137305316.84;1011745.75;299993.26;149411.52;114733.98;93413.64;78513.80;68534.54;204351.32;2793.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.957.370/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA;2024-11-30;619828157.17;17829217.19;18702093.08;17406529.99;18727820.28;17340373.34;17238188.87;89384753.44;133392897.20;92908669.11;196897614.67;69029.58;11726.81;24171.29;9676.38;9471.57;0.00;7132.94;6850.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.982.989/0001-17;PARAGUAÇU PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.983.505/0001-54;GEAR CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;79320061.81;1726446.61;1718805.53;1692211.44;1668114.52;1644837.88;1621076.77;9228753.02;16128991.97;13474891.46;30415932.61;278065.76;185996.72;37810.91;10359.12;0.00;10359.12;10359.12;22306.17;874.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.983.832/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR IV;2024-11-30;1034319081.02;697338121.44;329480478.94;7481289.43;0.00;9547.41;9643.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.015.801/0001-24;UVA MERLOT CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;60276470.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60276470.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.029.150/0001-21;LONG SHOT I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.041.044/0001-63;MALBEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;176885826.42;109721374.61;45729361.66;3596735.90;1813530.28;1581633.69;1511387.22;4380763.91;5914902.81;2636136.34;0.00;26673450.21;19670077.44;174050.00;0.00;0.00;2633087.57;2406266.50;1789968.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.044.598/0001-14;EMPRESAS DE TRANSPORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS.;2024-11-30;212466845.20;29330602.59;28801961.72;29017224.54;28916985.84;29848815.95;27278410.09;1921103.73;35115119.50;1279784.93;956836.31;66615.50;66615.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.049.112/0001-30;KATETO INVESTIMENTO PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.069.691/0001-83;HERMON FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;736777845.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;736777845.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.073.804/0001-14;IF-AÇOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;135183235.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5947017.46;129236217.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.093.999/0001-64;VALORIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;68577700.17;3439481.02;794988.48;662086.59;484013.45;27370734.28;17343270.13;18483126.22;0.00;0.00;0.00;6260590.46;1383173.12;2157246.78;1055446.57;890867.35;0.00;105856.64;668000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.098.409/0001-96;STV1 FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.099.923/0001-46;EVERBLUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.100.879/0001-47;SOTREQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS -  RESPONSABILIDADE LIMITADA;2024-11-30;99228798.36;38305217.19;45297181.62;7622211.44;2890609.46;2143628.53;1189116.39;1780833.73;0.00;0.00;0.00;3085921.39;2211978.02;360053.54;118797.57;91979.25;77968.43;71672.66;148935.33;4536.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.110.606/0001-83;QUATÁ EXCLUSIVE FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;66579827.77;3015364.60;2935686.08;2373723.28;2844091.92;2747575.10;2628676.20;12681698.19;18276064.01;8875743.39;10201205.00;13339.89;6344.34;1536.50;2038.26;2385.12;0.00;1035.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.112.338/0001-39;FIZZ CARD FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;130674.00;3981.34;3933.69;3882.82;3836.33;3785.32;3736.16;21335.68;37162.58;29819.72;19200.36;3995.75;3995.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.115.148/0001-75;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EM CLASSES DE COTAS EMPÍRICA MULTIESTRATÉGIA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.115.159/0001-55;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EM CLASSES DE COTAS EMPÍRICA NOVERDE;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.115.758/0001-79;PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;150114359.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;101747596.77;44560803.33;3805959.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;844331.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;443970.37;400360.74;0.00
52.148.267/0001-24;AZ-ATHON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2024-11-30;116695025.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;116695025.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.155.823/0001-90;CHIMERA NPL & SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILI;2024-11-30;18499763.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12944335.06;2327299.52;3228128.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.165.424/0001-00;VOLTZ SUPPLY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.174.102/0001-27;BYX CONSIGNADO MULTICONVENIOS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;301412072.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;301412072.63;543964.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;543964.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.200.741/0001-10;NORDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;54286018.43;54286018.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.200.745/0001-06;AKIREDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;78487.95;10584.66;5144.70;5060.23;9831.96;4779.48;9291.65;33795.27;0.00;0.00;0.00;10761.98;5380.99;5380.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.203.362/0001-83;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU II;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.203.566/0001-14;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU I;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.203.615/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FCT CONSIGNADO II;2024-11-30;118022328.03;2590753.94;3736745.65;3678841.86;3767732.44;3473407.84;3465663.97;18472569.20;28703316.76;18722216.69;31411079.68;3381717.01;1226593.20;621505.41;680265.46;541379.08;184490.34;103188.75;24294.77;0.00;0.00;0.00;801919.98;24943.50;24517.79;28211.21;25520.16;18855.78;21761.97;126358.86;197263.41;143427.21;191060.09
52.242.420/0001-88;BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.256.912/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ACR I BANCOS EMISSORES DE CARTÃO DE CRÉDITO RESP LIMI;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.258.255/0001-52;BINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;204976.17;1803.25;203172.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.258.509/0001-32;MEDAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INDUSTRIAIS DE RESPONSABILIDADE ILIMITADA;2024-11-30;12028838.42;4791483.86;3539470.19;1983534.35;1040464.95;487409.76;168052.99;18422.32;0.00;0.00;0.00;226152.82;226152.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.258.572/0001-79;ALGARVE TETRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;48928543.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48928543.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.258.634/0001-42;CASHEW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;20885124.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20885124.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.258.677/0001-28;ITAÚ PIRINEUS FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA - RESP LIMITADA;2024-11-30;492185902.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;687227.48;5648932.16;485849743.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.258.922/0001-05;BRAVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2284977.99;1370256.04;843816.79;70014.15;891.01;0.00;0.00;0.00;0.00;0.00;0.00;66483.44;66483.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.259.540/0001-98;SFT CI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17605065.63;7528732.70;4318286.73;1237046.82;2365631.11;2155368.27;0.00;0.00;0.00;0.00;0.00;186855.24;0.00;0.00;0.00;31950.23;31950.23;122954.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.259.591/0001-10;F18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.259.737/0001-27;ISIDORO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2125742.17;47543.04;46575.89;45478.01;44572.14;1941573.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.270.934/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FICTOR;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.271.464/0001-36;KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;27083646.80;1417314.57;3918892.89;4836684.67;4984048.57;5781604.68;4986189.30;1158912.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.272.573/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR VI;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.273.542/0001-31;FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;161452112.29;3559276.34;3624537.54;3482640.04;3389169.77;3179779.16;2994017.82;14898156.28;87894311.99;33427376.16;5002847.19;5214860.86;977632.15;698168.62;586611.25;499271.53;443521.59;383661.84;1556279.50;69714.38;0.00;0.00;3133406.56;169952.65;167424.46;158812.14;192792.02;139123.00;132784.52;722175.24;997800.26;383646.11;68896.16
52.286.115/0001-98;AGROGALAXY FORNECEDORES FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.286.780/0001-81;THE CAPITAL UNIVERSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1165316.85;50963.98;53785.11;55114.16;51171.48;48957.85;51966.75;281037.11;400967.95;171352.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.287.219/0001-17;SC CRÉDITOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2024-11-30;35158991.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35158991.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.298.532/0001-50;IOX III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3092824.78;47172.06;45009.42;3000643.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.304.780/0001-67;STARS BANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2024-11-30;6757872.95;3675685.54;1082056.25;1449543.47;534784.01;14158.60;1645.08;0.00;0.00;0.00;0.00;25734.37;25734.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.306.146/0001-63;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEN PME I SEGMENTO FINANCEIRO DE RESP LIMITADA;2024-11-30;60338030.95;4509561.40;4378129.67;4176502.17;4295173.31;3885924.10;3796780.85;18818403.76;16349190.20;128365.49;0.00;2103402.04;660795.32;359586.48;280027.27;256240.51;135947.97;129528.90;281275.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.307.401/0001-92;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HNDI FORNECEDORES - RESPONSABILIDADE LIMITADA;2024-11-30;4914008.38;4745401.21;168607.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;158739.00;158739.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.315.385/0001-80;BACKSTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;5437240.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5437240.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.319.921/0001-15;ESTAIADA ÉXES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;22738947.93;786368.52;810665.22;720748.71;765430.12;685252.94;657920.35;3616468.89;5865230.62;3828532.27;5002330.29;105718.69;90919.43;11483.15;3316.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.322.327/0001-83;GOLDEN STONE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;85708971.66;38844779.99;25065449.49;15673176.19;3756797.21;2112664.61;252760.21;3343.96;0.00;0.00;0.00;159657.02;130128.59;29528.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.324.200/0001-01;LEOA JVS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12023425.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12023425.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.324.264/0001-02;ROOT ANGELIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17292401.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17292401.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.325.895/0001-38;LCPF I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;14832999.50;0.00;1004921.79;0.00;0.00;0.00;0.00;2150213.16;0.00;0.00;11677864.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.327.088/0001-54;DUBROVNIK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;140849574.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;140849574.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.327.260/0001-70;IFOOD I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;554965177.60;554965177.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
52.327.272/0001-02;MEDSYSTEMS B24 FIDC SEGMENTO RECEBIVEIS COMECIAIS DE RESPONSABILIDADE LIMITADA;2024-11-30;192596735.42;8859432.72;9916955.47;8238831.71;7705886.67;8908021.67;7940015.25;43108649.57;71092689.64;26826252.72;0.00;4435120.40;2639925.55;853883.81;271962.25;241529.15;182081.57;88485.65;157252.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
