CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_VL_LIQUIDEZ_0;TAB_X_VL_LIQUIDEZ_30;TAB_X_VL_LIQUIDEZ_60;TAB_X_VL_LIQUIDEZ_90;TAB_X_VL_LIQUIDEZ_180;TAB_X_VL_LIQUIDEZ_360;TAB_X_VL_LIQUIDEZ_MAIOR_360
49.000.687/0001-54;ADVANTAGE CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;546403.05;0.00;0.00;0.00;0.00;0.00;0.00
49.000.711/0001-55;CPO1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.004.860/0001-92;PRINCIPIAPAY EDUCAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.007.595/0001-04;SP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1622436.05;5254362.93;3703967.90;1157357.09;1494873.48;0.00;168514.38
49.008.589/0001-63;SIMPROESEMA FUNDO DE INVESTIMENTO EM DIREITOS CRÉDITOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;14724716.38
49.089.398/0001-73;BRAVE BWM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.113.994/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAP - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;7569919.58;7337553.78;6757872.15;16843793.77;19855435.62;13954652.33
49.124.193/0001-81;MTPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADO;2024-11-30;602.77;0.00;0.00;0.00;0.00;0.00;0.00
49.156.414/0001-01;VERA CRUZ I - ATIVOS JUDICIAIS - PROCESSO DE CONHECIMENTO - FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;74095.04;0.00;0.00;0.00;0.00;0.00;0.00
49.161.166/0001-89;DSL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;122826.54;0.00;0.00;0.00;0.00;0.00;0.00
49.176.545/0001-42;RIVER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;266043.45;0.00;0.00;0.00;0.00;0.00;0.00
49.220.648/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION III CONSIGNADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.223.648/0001-16;PHILADELPHIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃOPADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.250.454/0001-00;NINE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.260.024/0001-79;FATOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2190593427.01;109.51;1337.12;0.00;0.00;24022439.78;40976333.77
49.261.110/0001-04;SIMPLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1209828.40;0.00;0.00;0.00;0.00;0.00;0.00
49.275.773/0001-70;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONTBANK;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.290.956/0001-64;PASSARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.306.883/0001-51;TM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.311.267/0001-99;FUNDO DE INVESTIMENTO EM COTAS DE FIDC GUARDIAN I DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.319.053/0001-69;HORIZONTE NAVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.319.863/0001-15;CHIMERA ALTERNATIVE ASSETS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESP. LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.325.599/0001-22;BBG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2568370.61;5779974.71;2733882.40;603151.28;91726.43;0.00;1067162.55
49.409.950/0001-63;VERDE AM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;42845150401.61;109.51;1782.80;0.00;0.00;0.00;64223642.35
49.427.492/0001-95;IBITIPOCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.448.463/0001-00;MANTIQUEIRA CONSIGNADO PÚBLICO FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;149.88;0.00;0.00;0.00;0.00;0.00;0.00
49.460.350/0001-20;WCAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;572.41;2694175.86;141521.16;194663.71;9102233.86;20964.72;0.00
49.466.341/0001-46;FIPAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.466.992/0001-36;MARCA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.490.977/0001-23;SIG I FC FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA.;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.507.576/0001-39;IPIRANGA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.508.860/0001-20;LAVORO MULTICRÉDITO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;2624746.80;298503.98;0.00;0.00;0.00;0.00;0.00
49.509.146/0001-56;PERFORMA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.520.420/0001-98;AFINITTY FIC DE FIDC FINANCEIROS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.543.554/0001-24;GOLEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.571.859/0001-40;SCORE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.573.227/0001-15;SCORE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.597.691/0001-41;SIG II FC FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.598.836/0001-29;SIG III FC FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.617.028/0001-61;CREDITCORP BIOLAB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.628.680/0001-81;RD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS CRÉDITO CORPORATIVO DE RESPONSA LIMITADA;2024-11-30;0.00;118882860.71;60939146.79;2454591.80;0.00;0.00;0.00
49.637.238/0001-11;REAG FUNDO DE INVESTIMENTOS NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;74310.25;0.00;0.00;0.00;0.00;0.00;0.00
49.650.000/0001-26;RIZA MEYENII ALL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.669.950/0001-00;MAROSTICA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.682.304/0001-75;BLESS LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;26274.06;294475.72;247243.40;270963.20;770450.82;2971215.85;34478687.56
49.683.264/0001-86;VERDE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2175751.76;0.00;0.00;0.00;0.00;0.00;0.00
49.684.321/0001-41;MILAGRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.686.425/0001-95;URANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.691.846/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS  TEMPUS III;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.726.804/0001-61;GALAPAGOS INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓ;2024-11-30;3197145.11;86632009.15;0.00;0.00;0.00;0.00;0.00
49.729.606/0001-51;QUALLYCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.743.173/0001-99;AEG 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.743.793/0001-28;ALGARVE AMAZÔNIA CO-INVEST FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.744.510/0001-62;ALGARVE AMAZÔNIA FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.776.300/0001-56;OUTFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA RESPONSABILIDADE LIMITAD;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.788.461/0001-60;NICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;481.37;0.00;0.00;0.00;0.00;0.00;0.00
49.789.715/0001-64;ELETRONET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.793.609/0001-54;SOLUCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.805.246/0001-20;LASSIE 1 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.815.200/0001-91;MSB LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;14615.59;0.00;0.00;0.00;2185508.11;1961070.48;58944066.46
49.815.297/0001-32;ORBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;22497.02;2600919.81;528917.90;1164656.19;3546877.18;5645746.05;14694540.39
49.815.454/0001-00;AMADEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17741064.56;4692200.03;5517358.01;6239731.17;10302409.48;9572188.75;47283361.23
49.815.732/0001-29;FONTANA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;1401088.02;2283496.89;65938.43;64782.77;2287595.51;350304.18;559664.42
49.826.785/0001-45;ASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;51890454.64;347727337.74;242980255.85;179375896.32;161995504.52;43584715.53;52669742.72
49.829.816/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 800;2024-11-30;0.00;2190631.26;176064.79;34398.32;18810.79;0.00;6704.49
49.839.322/0001-18;ERGA OMNES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.878.868/0001-88;AUGE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO;2024-11-30;41643.99;0.00;0.00;0.00;0.00;0.00;0.00
49.888.327/0001-30;FUGGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.916.055/0001-35;ASA FIC DE FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS 90 RESPONSABILIDADE LIMITADA;2024-11-30;196377.30;101218295.46;0.00;0.00;0.00;0.00;0.00
49.916.151/0001-83;ASA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RESP. LTDA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.920.326/0001-26;BDR KYIV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FIDC;2024-11-30;3979597.70;0.00;0.00;0.00;0.00;0.00;0.00
49.920.525/0001-34;IS GREEN SOLFÁCIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;11481439.94;11327662.13;7143223.95;36046370.80;52972308.73;167697534.22
49.920.810/0001-55;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TMX FINANCE;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.921.110/0001-85;VERDE AM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.934.838/0001-41;TMOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.936.063/0001-43;DALLAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.936.254/0001-05;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS CHRONOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.936.440/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EXT TURBI I DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.938.183/0001-80;CRUCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.939.512/0001-07;ENKI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;75296.74;0.00;0.00;0.00;0.00;0.00;0.00
49.950.299/0001-34;CAPITAL HILL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.959.636/0001-54;LUMINA 1 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.963.418/0001-93;OPI CRÉDITO AGRÍCOLA FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;10396759.20;0.00;0.00;0.00;0.00;0.00;0.00
49.971.985/0001-91;ATTALANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.974.540/0001-65;HT3 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;1125590.80;0.00;0.00;0.00;0.00;0.00;0.00
49.983.868/0001-48;PRECAVIDA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.998.142/0001-89;MAGIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
49.998.666/0001-70;VSI SAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;89417.11;0.00;0.00;0.00;0.00;0.00;0.00
49.999.307/0001-37;ATIVOS ESTRATÉGICOS LOCAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;120508.03;0.00;0.00;0.00;0.00;0.00;0.00
50.013.376/0001-09;GERAR  CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  CLASSE ÚNICA ABERTA;2024-11-30;1076224.74;2006659.25;2074279.14;577681.95;176642.61;0.00;953376.32
50.041.229/0001-42;MOMENTO PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;942134.86;0.00;117453.22;762207.07;29128349.15
50.041.351/0001-19;FIDC RECUPERADOS QUESTÕES GLOBAIS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.057.356/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.059.717/0001-87;STARKE 180 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.059.866/0001-46;PAGALEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.074.839/0001-42;SIG IV FC FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.089.559/0001-08;AGRICONNECTION FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.095.909/0001-49;VITA AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;163670700.21;129831307.36;138075888.95;303875516.92;850564884.60;0.00;3126459.36
50.097.175/0001-37;SIG V FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.098.465/0001-03;CHEMICAL XIII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA;2024-11-30;27928001.49;0.00;0.00;0.00;0.00;0.00;0.00
50.107.049/0001-16;SIG VII FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.107.743/0001-33;SIG VI FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS -  RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.114.948/0001-46;DRIVER BRASIL SIX BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS;2024-11-30;25274038.38;0.00;0.00;0.00;0.00;0.00;0.00
50.115.378/0001-09;GUARDIAN MULTI CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.115.649/0001-26;FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS GARANTIDO TÊXTIL;2024-11-30;5498963969.68;0.00;0.00;0.00;0.00;0.00;0.00
50.118.274/0001-58;ATIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.120.355/0001-92;GRIF ADVANCED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITDA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.123.492/0001-80;MAV ALTERNATIVE CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.149.859/0001-35;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS ECO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.151.440/0001-18;LASSIE 2 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.153.210/0001-98;EUD FICTOR CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.153.414/0001-29;INVESTMACH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FIDC;2024-11-30;388160.53;0.00;0.00;0.00;0.00;0.00;0.00
50.168.890/0001-13;CEA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.182.107/0001-76;TIGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.184.026/0001-05;AMALFI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;3200036.08;0.00;0.00;0.00;0.00;0.00;0.00
50.198.834/0001-21;JGP ESTRUTURADOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.199.242/0001-24;TRIBOO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.200.709/0001-09;MOOVPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.277.965/0001-02;PÁTRIA CRÉDITO ESTRUTURADO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.292.336/0001-43;SPECIAL SITUATIONS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.309.743/0001-16;ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.311.731/0001-26;ID FY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESP LIMITADA;2024-11-30;1025730.60;0.00;0.00;0.00;0.00;0.00;0.00
50.312.715/0001-58;PFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2024-11-30;777452.81;0.00;0.00;0.00;0.00;0.00;0.00
50.314.076/0001-60;AZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.314.230/0001-01;LUSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.327.909/0001-27;TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.349.876/0001-16;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SPECIAL SITUATIONS PLUS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.355.218/0001-37;SIGNAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.356.663/0001-11;ABF VISION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;40000.00;0.00;0.00;0.00;0.00;0.00;0.00
50.360.138/0001-70;LUSO X FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;438.83;0.00;0.00;0.00;0.00;0.00;0.00
50.362.898/0001-16;INOVA3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;1450271.81;0.00;0.00;0.00;0.00;0.00;0.00
50.366.328/0001-02;MFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO DE  TELECOMUNICAÇÕES;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
50.367.468/0001-97;EVOQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2132.13;0.00;0.00;0.00;0.00;0.00;0.00
50.434.429/0001-65;ALVORADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4382580.35;7124367.47;3510203.59;1527014.06;1758659.53;206701.99;717680.29
50.440.392/0001-88;PLATINUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
