CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_PR_DESEMP_ESPERADO;TAB_X_PR_DESEMP_REAL
46.930.133/0001-68;BARDU 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.58
47.046.831/0001-68;MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;1.11
47.046.831/0001-68;MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
47.085.610/0001-07;FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
47.085.610/0001-07;FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;1.85
47.085.633/0001-03;FUNDO DE CRÉDITO E RECEBÍVEIS - FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
47.085.633/0001-03;FUNDO DE CRÉDITO E RECEBÍVEIS - FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.75;1.70
47.094.392/0001-69;LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
47.094.392/0001-69;LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.05
47.117.579/0001-30;CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
47.117.579/0001-30;CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.16;1.16
47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1.11;1.11
47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;0.06;0.06
47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;5.46;5.46
47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.52;1.52
47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;0.00;0.00
47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;4.95;4.95
47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.31;1.31
47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.13;0.13
47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;-2.06;-2.06
47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.15;0.15
47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.48;0.48
47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;-1.80;-1.80
47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.55;0.55
47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.94;0.94
47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;-2.59;-2.59
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;1.09;1.09
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 2;1.02;1.02
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 3;1.02;1.02
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 4;0.81;0.81
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;3.42;3.42
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.23;1.23
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.16;1.16
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 1;1.16;1.16
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 1;0.92;0.92
47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 1;1.31;1.31
47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 2;1.31;1.31
47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 3;1.31;1.31
47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;3.85;3.85
47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.52;1.52
47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.52;1.52
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 1;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 2;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 3;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 4;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 5;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 6;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 7;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 8;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 9;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Senior Série 10;1.09;1.09
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Subordinada 1 |;4.40;4.40
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.23;1.23
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.23;1.23
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 1;1.23;1.23
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 1;1.23;1.23
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Mezanino 5 | Série 1;1.23;1.23
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Mezanino 6 | Série 1;1.23;1.23
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Mezanino 7 | Série 1;1.23;1.23
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;Subclasse Subordinada Mezanino 8 | Série 1;0.72;0.72
47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1.03;1.03
47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.23;1.23
47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.16;1.16
47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;9.83;9.83
47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2024-11-30;Subclasse Senior Série 1;0.00;1.01
47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.57;1.57
47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1.03;1.03
47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.75;0.75
47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.17;1.17
47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;1.16
47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.89
47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 3 | 0;1.27;1.27
47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 5 | 0;1.27;1.27
47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 6 | 0;1.27;1.27
47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 7 | 0;1.27;1.27
47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 8 | 0;1.18;1.18
47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 9 | 0;1.18;1.18
47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.79;8.13
47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.93;2.20
47.240.173/0001-40;BRZ CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1.13;1.13
47.240.173/0001-40;BRZ CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.23;1.23
47.240.173/0001-40;BRZ CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.79;4.17
47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;1.12
47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1.16;1.16
47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;-3.99;-3.99
47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.37;1.37
47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.79;0.22
47.279.999/0001-13;LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
47.279.999/0001-13;LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.62
47.328.080/0001-72;AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;Subclasse Senior;0.00;0.00
47.372.688/0001-02;PHX - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;Subclasse Senior Série 1;0.78;0.78
47.372.688/0001-02;PHX - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;Subclasse Senior Série 2;1.23;1.23
47.372.688/0001-02;PHX - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;Subclasse Senior Série 3;0.45;0.45
47.372.688/0001-02;PHX - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.76;2.76
47.388.724/0001-18;3R - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
47.388.724/0001-18;3R - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;-4.64;-4.64
47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;-0.31
47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;2.24
47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;1.32
47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
47.410.122/0001-10;MÖBIUS VD TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;1.33
47.410.122/0001-10;MÖBIUS VD TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
47.410.134/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS ALTERNATIVE ASSETS IV-E;2024-11-30;Subclasse Senior Série 1;0.00;2.59
47.410.134/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS ALTERNATIVE ASSETS IV-E;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
47.424.724/0001-26;MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
47.424.724/0001-26;MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;1.92
47.425.628/0001-00;BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
47.425.628/0001-00;BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.07;1.07
47.425.662/0001-77;IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior Série 1;1.31;1.31
47.425.662/0001-77;IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.52;1.52
47.425.662/0001-77;IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.46;0.46
47.425.691/0001-39;INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
47.425.691/0001-39;INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.34;0.34
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 2;0.00;0.00
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 3;0.00;0.00
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 4;1.09;1.09
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.23;1.23
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;1.23;1.23
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 3;1.20;1.20
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;6.23;6.23
47.425.776/0001-17;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;1.16;1.16
47.425.776/0001-17;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.23;1.23
47.425.776/0001-17;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;-2.38;-2.38
47.425.841/0001-04;CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;1.14;1.14
47.425.841/0001-04;CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.38;1.38
47.425.841/0001-04;CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.56;1.56
47.425.860/0001-30;ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
47.425.860/0001-30;ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.78;1.78
47.425.887/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP;2024-11-30;Subclasse Senior;0.00;0.00
47.425.887/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.89;0.89
47.463.370/0001-29;ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
47.463.370/0001-29;ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.62;1.62
47.463.373/0001-62;PANDION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
