CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;48179865.10;5313518.50;0.00;2087090.80;1841476.20;977343.60;622695.90;373457.00;368635.60;48179865.10;5313518.50;0.00;2087090.80;1841476.20;977343.60;622695.90;373457.00;368635.60;0.00
47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;6881249.90;953632.10;829908.30;1244555.20;1657756.70;880106.80;1065489.50;705397.00;28542140.30;6881249.90;953632.10;829908.30;1244555.20;1657756.70;880106.80;1065489.50;705397.00;28542140.30;0.00
47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;214220900.20;4633076.60;31079.50;2087975.30;0.00;0.00;0.00;0.00;0.00;214220900.20;4633076.60;31079.50;2087975.30;0.00;0.00;0.00;0.00;0.00;0.00
47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;48530300.60;0.00;113792.80;0.00;0.00;0.00;0.00;0.00;0.00;48530300.60;0.00;113792.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2024-11-30;249588873.50;12004163.10;857237.50;3859294.20;4193377.60;691231.90;776937.40;26829.60;559.70;249588873.50;12004163.10;857237.50;3859294.20;4193377.60;691231.90;776937.40;26829.60;559.70;0.00
47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;133556083.21;56280.00;0.00;855092.65;0.00;722688.81;450087.30;971545.73;3942585.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2024-11-30;1751567199.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1750812857.58;60199.08;66927.80;144926.26;310400.75;105486.33;66401.25;0.00;0.00;0.00
47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;852776.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;852776.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2024-11-30;480847.78;73554525.53;2425377.69;911014.50;56591.51;95.61;2.42;1.68;73275.25;480847.78;73554525.53;2425377.69;911014.50;56591.51;95.61;2.42;1.68;73275.25;0.00
47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;589235101.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;589235101.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2667101695.98;1123838.90;0.00;0.00;282596.55;1652544.82;0.00;0.00;0.00;2667101695.98;1123838.90;0.00;0.00;282596.55;1652544.82;0.00;0.00;0.00;0.00
47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.240.173/0001-40;BRZ CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2024-11-30;35000.01;8534082.76;2114976.22;1733985.78;500845.02;21388.44;4063.45;834.15;614.56;35000.01;8534082.76;2114976.22;1733985.78;500845.02;21388.44;4063.45;834.15;614.56;0.00
47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2024-11-30;94485040.90;34441822.53;1883545.39;3750384.21;1157590.55;1913755.11;470350.24;613416.52;0.00;94485040.90;34441822.53;1883545.39;3750384.21;1157590.55;1913755.11;470350.24;613416.52;0.00;0.00
47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;63940507.40;0.00;0.00;0.00;0.00;0.00;0.00;2400000.00;0.00;63940507.40;0.00;0.00;0.00;0.00;0.00;0.00;2400000.00;0.00;0.00
47.279.999/0001-13;LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;5053501.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5053501.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.328.080/0001-72;AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;9964269.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9964269.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.372.688/0001-02;PHX - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;0.00;17342292.60;10238393.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17342292.60;10238393.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.388.724/0001-18;3R - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;501518.70;0.00;0.00;1474419.70;0.00;0.00;0.00;7777137.30;0.00;501518.70;0.00;0.00;1474419.70;0.00;0.00;0.00;7777137.30;0.00
47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;56076134.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;56076134.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.410.122/0001-10;MÖBIUS VD TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.410.134/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS ALTERNATIVE ASSETS IV-E;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.424.724/0001-26;MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;334735508.88;46636265.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;334735508.88;46636265.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.425.628/0001-00;BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;50684627.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50684627.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.425.662/0001-77;IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2024-11-30;34271969.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34271969.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.425.691/0001-39;INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;27370863.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27370863.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;102951422.02;0.00;0.00;1656.00;0.00;0.00;0.00;0.00;0.00;102951422.02;0.00;0.00;1656.00;0.00;0.00;0.00;0.00;0.00;0.00
47.425.776/0001-17;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;9557029.65;0.00;0.00;692001.51;0.00;8481.78;233104.19;0.00;133550.85;9557029.65;0.00;0.00;692001.51;0.00;8481.78;233104.19;0.00;133550.85;3749376.49
47.425.841/0001-04;CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;130159466.76;0.00;0.00;2490745.75;0.00;2789034.70;214685.83;0.00;4369676.11;130159466.76;0.00;0.00;2490745.75;0.00;2789034.70;214685.83;0.00;4369676.11;70508451.14
47.425.860/0001-30;ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1925189.72;0.00;0.00;241568.89;0.00;1885.12;10935.66;0.00;113105.57;1925189.72;0.00;0.00;241568.89;0.00;1885.12;10935.66;0.00;113105.57;0.00
47.425.887/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP;2024-11-30;31406226.09;0.00;5898422.73;0.00;2915660.57;0.00;3048685.72;2981577.09;36227224.80;31406226.09;0.00;5898422.73;0.00;2915660.57;0.00;3048685.72;2981577.09;36227224.80;148974538.64
47.463.370/0001-29;ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;28917156.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28917156.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.463.373/0001-62;PANDION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5436638.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5436638.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.463.381/0001-09;PCS II PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;322521494.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;322521494.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.463.387/0001-86;SOLDI FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;11711469.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11711469.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.463.389/0001-75;LEXIS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;78655335.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78655335.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.463.397/0001-11;ARTESANAL CONSIGNADO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;37114553.18;0.00;0.00;2281997.97;2387359.75;617750.38;1772726.91;0.00;6851953.75;37114553.18;0.00;0.00;2281997.97;2387359.75;617750.38;1772726.91;0.00;6851953.75;0.00
47.463.403/0001-30;ARTESANAL CP BOLETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;19939131.49;2173039.01;0.00;6409323.11;7386353.38;3651318.61;7537111.60;0.00;143888657.82;19939131.49;2173039.01;0.00;6409323.11;7386353.38;3651318.61;7537111.60;0.00;143888657.82;0.00
47.463.408/0001-63;G5 DOCAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;107791835.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;107791835.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.466.676/0001-39;ARTESANAL CDC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;8049191.53;3700620.05;0.00;3353739.00;6606370.72;1129325.28;1571117.14;0.00;12943449.84;8049191.53;3700620.05;0.00;3353739.00;6606370.72;1129325.28;1571117.14;0.00;12943449.84;0.00
47.542.777/0001-41;E-JUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;18705917.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18705917.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.565.632/0001-66;COLLAB FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO;2024-11-30;51989.73;115034.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;51989.73;115034.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.629.727/0001-04;CORES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.640.584/0001-23;SOL AGORA GREEN ESG FIDC IS SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.640.619/0001-24;BANQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.669.160/0001-91;XAMA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;955417.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;955417.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.669.200/0001-03;FERT-AGRO FUNDO DE INVESTIMENTO EM CADEIAS AGROINDUSTRIAIS (FIAGRO) - DIREITOS CREDITÓRIOS;2024-11-30;0.00;94465656.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;94465656.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.669.241/0001-91;FIGURATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;695605.30;18032.80;38892.40;17415.20;0.00;52707.30;5952513.30;421181.50;0.00;695605.30;18032.80;38892.40;17415.20;0.00;52707.30;5952513.30;421181.50;0.00
47.669.281/0001-33;AGAZZII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS;2024-11-30;0.00;5102619.70;220781.80;393760.30;564563.60;748012.80;1323132.40;791733.00;316475.60;0.00;5102619.70;220781.80;393760.30;564563.60;748012.80;1323132.40;791733.00;316475.60;0.00
47.669.306/0001-07;TANGUÁ FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.669.421/0001-73;KOPPERT FUNDO DE INVEST EM DIREITOS CREDITÓRIOS SEGMENTO  AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA;2024-11-30;209696122.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;209696122.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.669.805/0001-96;GONN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.731.522/0001-27;JMP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.758.232/0001-77;SIMPALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;43205709.03;0.00;25632644.00;0.00;0.00;0.00;0.00;0.00;0.00;43205709.03;0.00;25632644.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.846.781/0001-01;ZEMA  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;34690365.80;0.00;29626400.80;0.00;55848444.50;0.00;0.00;0.00;0.00;34690365.80;0.00;29626400.80;0.00;55848444.50;0.00;0.00;0.00;0.00;0.00
47.846.883/0001-19;FMD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;40010262.34;0.00;0.00;1330587.43;0.00;461939.14;250355.63;0.00;106653.63;40010262.34;0.00;0.00;1330587.43;0.00;461939.14;250355.63;0.00;106653.63;21649856.09
47.846.982/0001-09;FS TATUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4836183.17;0.00;0.00;1093096.33;0.00;0.00;15460.24;0.00;1902194.42;4836183.17;0.00;0.00;1093096.33;0.00;0.00;15460.24;0.00;1902194.42;3562785.96
47.847.076/0001-10;GRU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;14856001.23;0.00;0.00;635691.52;0.00;402422.18;283151.64;0.00;230067.47;14856001.23;0.00;0.00;635691.52;0.00;402422.18;283151.64;0.00;230067.47;6791734.85
47.847.106/0001-99;MOBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;27541914.17;0.00;0.00;677368.60;0.00;440978.24;219959.16;0.00;633642.46;27541914.17;0.00;0.00;677368.60;0.00;440978.24;219959.16;0.00;633642.46;8797932.98
47.859.927/0001-45;NACIONAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;12900147.55;0.00;0.00;783745.62;0.00;91484.54;28666.66;0.00;485088.20;12900147.55;0.00;0.00;783745.62;0.00;91484.54;28666.66;0.00;485088.20;4508406.05
47.862.139/0001-08;BLUE ROCKET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;78156698.58;5421005.84;15548.06;2691.91;435.86;0.00;0.00;0.00;0.00;78156698.58;5421005.84;15548.06;2691.91;435.86;0.00;0.00;0.00;0.00;0.00
47.896.557/0001-16;UC SUB FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.936.340/0001-92;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO INSUMOS;2024-11-30;31712852.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31712852.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.936.587/0001-09;FARM M II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.968.593/0001-48;FUEL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;17301162.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17301162.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.984.217/0001-47;CSHG JUGIS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.984.230/0001-04;JUGIS I PRIVATE CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;1500000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1500000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
47.984.241/0001-86;JUGIS I PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;87878419.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;87878419.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.038.416/0001-25;EXT CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.050.467/0001-72;CAMPO ARADO FUNDO DE INVESTIMENTO EM CADEIAS AGROINDUSTRIAIS (FIAGRO) - DIREITOS CREDITÓRIOS;2024-11-30;0.00;25413825.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25413825.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.053.686/0001-05;ALGARVE LEGAL CLAIMS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;121225823.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;121225823.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.053.945/0001-06;XP C1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;15295315.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15295315.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.069.210/0001-62;G3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;5379195.00;28709.70;15554.20;0.00;8525.20;0.00;0.00;0.00;0.00;5379195.00;28709.70;15554.20;0.00;8525.20;0.00;0.00;0.00;0.00
48.169.685/0001-20;EOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS WH;2024-11-30;5145053.52;2271108.06;15203.92;18903.38;0.00;22842.54;0.00;0.00;0.00;5145053.52;2271108.06;15203.92;18903.38;0.00;22842.54;0.00;0.00;0.00;0.00
48.181.381/0001-89;WAAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;24333325.76;405273.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24333325.76;405273.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.181.830/0001-99;TB1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2024-11-30;183698080.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;183698080.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.213.067/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AMOVERI;2024-11-30;0.00;6304368.40;875564.60;196167.70;0.00;0.00;0.00;0.00;0.00;0.00;6304368.40;875564.60;196167.70;0.00;0.00;0.00;0.00;0.00;0.00
48.213.143/0001-08;ALUMNI II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;0.00;1142203.20;12686755.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1142203.20;12686755.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.213.253/0001-70;INVESTMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;5300494.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5300494.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.279.539/0001-58;ALGARVE AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;187324565.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;187324565.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.279.617/0001-14;JER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;102556214.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;102556214.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
48.313.595/0001-61;IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;32321535.72;0.00;0.00;895909.88;5227010.63;1000349.44;0.00;683199.33;0.00;32321535.72;0.00;0.00;895909.88;5227010.63;1000349.44;0.00;683199.33;0.00;0.00
