CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
30.144.052/0001-00;DSX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE DIREITOS CREDITÓRIOS;2024-11-30;9808.09;9808.09;9808.09;0.00;0.00;0.00;0.00;0.00;0.00
30.144.066/0001-16;CITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;849480.00;849480.00;410579.60;438900.40;0.00;0.00;0.00;0.00;0.00
30.144.093/0001-99;UTILITY CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16722.16;16722.16;16722.02;0.14;0.00;0.00;0.00;0.00;0.00
30.177.946/0001-99;CPV PS DUPLICATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;505663.17;505663.17;505663.17;0.00;0.00;0.00;0.00;0.00;0.00
30.178.001/0001-91;MARFIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;109757.13;109757.13;109757.13;0.00;0.00;0.00;0.00;0.00;0.00
30.283.448/0001-20;FATOR INNOVATION FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;9013924.83;9013924.83;9013924.83;0.00;0.00;0.00;0.00;0.00;0.00
30.283.468/0001-00;CANAL 26 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;212158.81;212158.81;212158.81;0.00;0.00;0.00;0.00;0.00;0.00
30.283.991/0001-28;ZEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;64683.62;64683.62;64683.62;0.00;0.00;0.00;0.00;0.00;0.00
30.284.028/0001-69;ATF I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;41043791.51;41043791.51;41041069.08;2722.43;0.00;0.00;0.00;0.00;0.00
30.332.581/0001-20;QUATA ARCEL NPL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;81525.90;81525.90;81525.90;0.00;0.00;0.00;0.00;0.00;0.00
30.366.120/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VCK CONSIGNADOS;2024-11-30;101313.40;101313.40;101313.40;0.00;0.00;0.00;0.00;0.00;0.00
30.366.150/0001-84;SB CRÉDITO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;435360.49;435360.49;435200.47;160.02;0.00;0.00;0.00;0.00;0.00
30.366.204/0001-01;ITAPEVA XI MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;33753714.63;33753714.63;33753714.63;0.00;0.00;0.00;0.00;0.00;0.00
30.366.229/0001-05;ITAPEVA XII MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;21170029.71;21170029.71;21170029.71;0.00;0.00;0.00;0.00;0.00;0.00
30.418.801/0001-32;CLAIMS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;777510.96;777510.96;777510.96;0.00;0.00;0.00;0.00;0.00;0.00
30.418.918/0001-16;FRADE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17317.69;17317.69;17317.69;0.00;0.00;0.00;0.00;0.00;0.00
30.418.951/0001-46;XPCE SPECIAL SITUATIONS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;49736.83;49736.83;49736.83;0.00;0.00;0.00;0.00;0.00;0.00
30.492.529/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO COOPERCITRUS - RESPONSABILIDADE LIMITAD;2024-11-30;3253071.63;3253071.63;0.00;3253071.63;0.00;0.00;0.00;0.00;0.00
30.576.221/0001-73;FORTITUDINE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;9629.94;9629.94;9629.94;0.00;0.00;0.00;0.00;0.00;0.00
30.576.238/0001-20;FLORES DO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;20370.66;20370.66;20370.66;0.00;0.00;0.00;0.00;0.00;0.00
30.576.260/0001-70;ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;314298.82;314298.82;314298.82;0.00;0.00;0.00;0.00;0.00;0.00
30.590.978/0001-11;AUTOMOTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;347282.44;347282.44;0.00;347282.44;0.00;0.00;0.00;0.00;0.00
30.591.284/0001-07;MOLEIRO CONSIGNADO FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;324205.82;324205.82;0.00;324205.82;0.00;0.00;0.00;0.00;0.00
30.659.203/0001-55;APPALOOSA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1248394.83;1248394.83;1248394.83;0.00;0.00;0.00;0.00;0.00;0.00
30.659.284/0001-93;BRASIL VENTURE DEBT I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRI;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
30.659.303/0001-81;SIMOCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;142259.37;142259.37;142259.37;0.00;0.00;0.00;0.00;0.00;0.00
30.659.340/0001-90;BRASIL VENTURE DEBT I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
30.659.408/0001-30;PER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;382597.69;382597.69;382597.16;0.53;0.00;0.00;0.00;0.00;0.00
30.687.481/0001-16;IRIDIUM CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;806792.94;806792.94;806792.94;0.00;0.00;0.00;0.00;0.00;0.00
30.791.358/0001-40;G5 SAÚDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;81577.89;81577.89;81577.89;0.00;0.00;0.00;0.00;0.00;0.00
30.791.451/0001-55;CRESTONE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;33841.99;33841.99;33841.99;0.00;0.00;0.00;0.00;0.00;0.00
30.808.087/0001-99;JIVE PRECATÓRIOS SELECIONADOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
30.808.102/0001-07;SAM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;235715.32;235715.32;235715.32;0.00;0.00;0.00;0.00;0.00;0.00
30.808.119/0001-56;SG JC III FIC FIDC NP;2024-11-30;5400.83;5400.83;5400.83;0.00;0.00;0.00;0.00;0.00;0.00
30.828.789/0001-34;DIPLOMATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1291971.97;1291971.97;18981.23;1272990.74;0.00;0.00;0.00;0.00;0.00
30.846.602/0001-25;VÔNGOLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;317257.23;317257.23;0.00;317257.23;0.00;0.00;0.00;0.00;0.00
30.868.828/0001-27;ARC CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;58184.25;58184.25;58184.25;0.00;0.00;0.00;0.00;0.00;0.00
31.024.386/0001-03;GAVEA OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5973230.69;5973230.69;5973230.63;0.06;0.00;0.00;0.00;0.00;0.00
31.024.416/0001-73;GII FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;12235.22;12235.22;12235.22;0.00;0.00;0.00;0.00;0.00;0.00
31.030.854/0001-44;GRIF CRÉDITO PULVERIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;94948.47;94948.47;94948.47;0.00;0.00;0.00;0.00;0.00;0.00
31.164.462/0001-78;TARANIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;8757584.09;8757584.09;0.00;8757584.09;0.00;0.00;0.00;0.00;0.00
31.216.519/0001-35;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XP CRÉDITO MIDDLE;2024-11-30;109900.07;109900.07;109900.07;0.00;0.00;0.00;0.00;0.00;0.00
31.216.543/0001-74;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE INFRA;2024-11-30;4212472.97;4109055.87;4109055.87;0.00;103417.10;0.00;0.00;0.00;103417.10
31.216.568/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE SECURITIZAÇÃO;2024-11-30;21361.68;21361.68;21361.68;0.00;0.00;0.00;0.00;0.00;0.00
31.216.756/0001-04;LOGISTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;71604.20;71604.20;70605.00;999.20;0.00;0.00;0.00;0.00;0.00
31.238.162/0001-96;MINASFAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;201179.30;201179.30;189454.28;11725.02;0.00;0.00;0.00;0.00;0.00
31.368.600/0001-30;DSX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;120190.92;120190.92;117468.52;2722.40;0.00;0.00;0.00;0.00;0.00
31.368.739/0001-84;KATCH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZA;2024-11-30;8846.18;8846.18;8846.18;0.00;0.00;0.00;0.00;0.00;0.00
31.368.761/0001-24;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGBEM;2024-11-30;53627.05;53627.05;53627.05;0.00;0.00;0.00;0.00;0.00;0.00
31.368.812/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BIZCAPITAL EMPÍRICA PME RESPONSABILIDADE LIMITADA;2024-11-30;700714.19;700714.19;700714.19;0.00;0.00;0.00;0.00;0.00;0.00
31.368.832/0001-99;UNIMAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;43323.78;43323.78;43323.78;0.00;0.00;0.00;0.00;0.00;0.00
31.392.303/0001-20;BACK TO SUCCESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;24108.07;24108.07;24108.07;0.00;0.00;0.00;0.00;0.00;0.00
31.405.473/0001-00;BDI NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;123201.12;123201.12;123201.12;0.00;0.00;0.00;0.00;0.00;0.00
31.495.065/0001-89;JP MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE  RESPONSABILIDADE LIMITADA;2024-11-30;107418.58;107418.58;107418.58;0.00;0.00;0.00;0.00;0.00;0.00
31.523.738/0001-67;IMPETUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;285232.49;285232.49;285232.49;0.00;0.00;0.00;0.00;0.00;0.00
31.523.773/0001-86;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALI CRÉDITO;2024-11-30;878164.49;878164.49;878164.49;0.00;0.00;0.00;0.00;0.00;0.00
31.544.287/0001-44;DUBLIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;597457234.63;597457234.63;697874.57;596759360.06;0.00;0.00;0.00;0.00;0.00
31.570.767/0001-80;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADEPAY VAREJO I - RESPONSABILIDADE  LIMITADA;2024-11-30;208724.77;208724.77;208724.77;0.00;0.00;0.00;0.00;0.00;0.00
31.570.816/0001-84;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTIESTRATÉGIA II DE RESPONSABILIDADE  LIMITADA;2024-11-30;825417.44;825417.44;825417.44;0.00;0.00;0.00;0.00;0.00;0.00
31.570.850/0001-59;MITTU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;8863930.76;8863930.76;8863930.76;0.00;0.00;0.00;0.00;0.00;0.00
31.608.972/0001-97;GAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5918743.97;5918743.97;5918743.97;0.00;0.00;0.00;0.00;0.00;0.00
31.611.449/0001-10;TERA YIELD FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;28354.83;28354.83;28354.83;0.00;0.00;0.00;0.00;0.00;0.00
31.658.884/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONFIANÇA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
31.739.328/0001-58;LF FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO FINANCEIRO;2024-11-30;22018.28;22018.28;22018.28;0.00;0.00;0.00;0.00;0.00;0.00
31.739.396/0001-17;LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;138116.79;138116.79;138116.79;0.00;0.00;0.00;0.00;0.00;0.00
31.770.515/0001-02;CASA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2175181.28;2175181.28;2175181.28;0.00;0.00;0.00;0.00;0.00;0.00
31.771.948/0001-74;VLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA;2024-11-30;1773739.15;1773739.15;1773738.86;0.29;0.00;0.00;0.00;0.00;0.00
31.772.126/0001-08;IRLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;75067.67;75067.67;73123.24;1944.43;0.00;0.00;0.00;0.00;0.00
31.772.157/0001-69;SERRA DO MAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;192140.15;192140.15;192140.15;0.00;0.00;0.00;0.00;0.00;0.00
31.844.721/0001-01;PONTUAL BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMIT;2024-11-30;5075808.57;5075808.57;5073085.54;2723.03;0.00;0.00;0.00;0.00;0.00
31.847.511/0001-77;EXITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;41764.18;41764.18;41764.18;0.00;0.00;0.00;0.00;0.00;0.00
31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;36175.24;36175.24;36175.24;0.00;0.00;0.00;0.00;0.00;0.00
31.881.591/0001-87;3B FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADO;2024-11-30;85430.85;85430.85;85430.85;0.00;0.00;0.00;0.00;0.00;0.00
31.881.619/0001-86;OPTACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;116130.70;116130.70;116130.70;0.00;0.00;0.00;0.00;0.00;0.00
31.894.563/0001-02;BELSINOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;296770.56;296770.56;293289.66;3480.90;0.00;0.00;0.00;0.00;0.00
31.894.591/0001-11;RIO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3007837.09;3007837.09;3005114.87;2722.22;0.00;0.00;0.00;0.00;0.00
31.933.790/0001-91;INVISTA ATIVOS ALTERNATIVOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1398342.11;1398342.11;1398342.09;0.02;0.00;0.00;0.00;0.00;0.00
31.962.973/0001-35;CREDIHOME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;31370.28;31370.28;31370.28;0.00;0.00;0.00;0.00;0.00;0.00
32.024.768/0001-91;GFS EXCELÊNCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;16778973.88;16778973.88;16778973.88;0.00;0.00;0.00;0.00;0.00;0.00
32.068.046/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BUDAPESTE 01;2024-11-30;232224.34;232224.34;232224.34;0.00;0.00;0.00;0.00;0.00;0.00
32.101.535/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA DMCARD;2024-11-30;104471.30;104471.30;0.00;104471.30;0.00;0.00;0.00;0.00;0.00
32.113.780/0001-72;PASSO FUNDO RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS ABERTO;2024-11-30;392029.93;392029.93;392029.93;0.00;0.00;0.00;0.00;0.00;0.00
32.113.853/0001-26;FUNTTEL DPR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;30000.01;30000.01;30000.01;0.00;0.00;0.00;0.00;0.00;0.00
32.113.885/0001-21;MN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;10326181.31;10326181.31;10326181.31;0.00;0.00;0.00;0.00;0.00;0.00
32.155.992/0001-12;GOLDEN BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;55379.44;55379.44;55378.55;0.89;0.00;0.00;0.00;0.00;0.00
32.156.003/0001-05;ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2024-11-30;1177174.60;1177174.60;1177174.60;0.00;0.00;0.00;0.00;0.00;0.00
32.156.017/0001-29;POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO - FIDC NP;2024-11-30;250113677.03;250113677.03;44999.76;250068677.27;0.00;0.00;0.00;0.00;0.00
32.156.021/0001-97;MISTHOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16443201.34;16443201.34;50854.43;16392346.91;0.00;0.00;0.00;0.00;0.00
32.156.038/0001-44;SUN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;77549.91;77549.91;74826.99;2722.92;0.00;0.00;0.00;0.00;0.00
32.156.052/0001-48;RONEPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;41663.59;41663.59;41663.59;0.00;0.00;0.00;0.00;0.00;0.00
32.156.057/0001-70;HARVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;155552.11;155552.11;54519.80;101032.31;0.00;0.00;0.00;0.00;0.00
32.159.534/0001-51;ITAU PRECISION ADVANCED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;268772.13;268772.13;268772.13;0.00;0.00;0.00;0.00;0.00;0.00
32.162.586/0001-87;GC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;134802.86;134802.86;132080.68;2722.18;0.00;0.00;0.00;0.00;0.00
32.202.903/0001-41;MATRIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4126258.00;4126258.00;4123536.29;2721.71;0.00;0.00;0.00;0.00;0.00
32.240.412/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS ESPORTES;2024-11-30;33974.66;33974.66;33974.66;0.00;0.00;0.00;0.00;0.00;0.00
32.273.345/0001-05;PSS ABSOLUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;3890145.66;3890145.66;30660.24;3859485.42;0.00;0.00;0.00;0.00;0.00
32.274.238/0001-00;SAM 2 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;118645.35;118645.35;118645.35;0.00;0.00;0.00;0.00;0.00;0.00
32.274.315/0001-13;JAZZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;5191.20;5191.20;5191.20;0.00;0.00;0.00;0.00;0.00;0.00
32.274.338/0001-28;JAZZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;55721.26;55721.26;55721.26;0.00;0.00;0.00;0.00;0.00;0.00
32.274.365/0001-09;FCC I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1685874.37;1685874.37;1685874.37;0.00;0.00;0.00;0.00;0.00;0.00
32.274.415/0001-40;DELTA ENERGIA STRATEGY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;120085.94;120085.94;120085.94;0.00;0.00;0.00;0.00;0.00;0.00
32.274.432/0001-87;MALMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;4270855.92;4270855.92;4270855.92;0.00;0.00;0.00;0.00;0.00;0.00
32.274.528/0001-45;SANTA ALICE CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;32078.89;32078.89;32078.89;0.00;0.00;0.00;0.00;0.00;0.00
32.274.571/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS V11;2024-11-30;1717194.19;1717194.19;1717194.19;0.00;0.00;0.00;0.00;0.00;0.00
32.274.625/0001-38;WELLESLEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;133772.89;133772.89;133772.89;0.00;0.00;0.00;0.00;0.00;0.00
32.274.874/0001-23;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIOS;2024-11-30;3156794.28;3156794.28;3156794.28;0.00;0.00;0.00;0.00;0.00;0.00
32.287.668/0001-58;ARKOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5682.88;5682.88;5682.88;0.00;0.00;0.00;0.00;0.00;0.00
32.287.737/0001-23;B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;40211.44;40211.44;40211.44;0.00;0.00;0.00;0.00;0.00;0.00
32.295.244/0001-35;CREDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;179781.43;179781.43;179781.43;0.00;0.00;0.00;0.00;0.00;0.00
32.302.142/0001-08;AVCALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;178375.23;178375.23;178375.23;0.00;0.00;0.00;0.00;0.00;0.00
32.302.163/0001-15;ALPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;478764.73;478764.73;478764.73;0.00;0.00;0.00;0.00;0.00;0.00
32.302.284/0001-67;SOLIS WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;2538265.30;2538265.30;2538265.30;0.00;0.00;0.00;0.00;0.00;0.00
32.302.296/0001-91;FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS SOLIS EXT CAPITAL;2024-11-30;151711.60;151711.60;151711.60;0.00;0.00;0.00;0.00;0.00;0.00
32.311.976/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDIBLUE-GENIAL;2024-11-30;1114000.13;1114000.13;1114000.13;0.00;0.00;0.00;0.00;0.00;0.00
32.316.919/0001-85;CASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;272530.63;272530.63;269912.46;2618.17;0.00;0.00;0.00;0.00;0.00
32.316.940/0001-80;FINANZI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;1518955.89;1518955.89;1518274.62;681.27;0.00;0.00;0.00;0.00;0.00
32.321.306/0001-36;ARAGUAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7941688.20;7941688.20;7941688.20;0.00;0.00;0.00;0.00;0.00;0.00
32.321.307/0001-80;CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE ILIMITADA;2024-11-30;8708511.72;8708511.72;5406428.11;3302083.61;0.00;0.00;0.00;0.00;0.00
32.321.312/0001-93;211 FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;22936.84;22936.84;22936.84;0.00;0.00;0.00;0.00;0.00;0.00
32.321.319/0001-05;BRAFIC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;233446.73;233446.73;233446.73;0.00;0.00;0.00;0.00;0.00;0.00
32.388.130/0001-30;PCS II BT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃOPADRONIZADOS;2024-11-30;58690.70;58690.70;58690.70;0.00;0.00;0.00;0.00;0.00;0.00
32.388.135/0001-62;MULTIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;10285207.17;2343076.17;2341948.28;1127.89;7942131.00;7942131.00;0.00;0.00;0.00
32.388.169/0001-57;CANAL 47 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO;2024-11-30;57221.84;57221.84;57221.83;0.01;0.00;0.00;0.00;0.00;0.00
32.388.171/0001-26;UNIQUE AAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4203608.32;4203608.32;4200885.65;2722.67;0.00;0.00;0.00;0.00;0.00
