CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_IV_A_VL_PL;TAB_IV_B_VL_PL_MEDIO
05.754.060/0001-13;CATERPILLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO INDUSTRIAL II - RESP LIMITADA;2024-11-30;1723668272.50;1629912236.38
06.018.364/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FIDC PREMIUM;2024-11-30;28675504.10;28799939.70
06.081.379/0001-98;KOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;21276488.46;21149669.23
06.182.371/0001-18;FOR-TE FIDC;2024-11-30;847726247.03;1024195252.95
07.084.253/0001-30;MULTI INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;52401538.92;51979897.18
07.383.363/0001-00;RIVO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;115228425.20;114476404.84
07.507.899/0001-82;GP FIDC FCVS;2024-11-30;10405134.33;0.00
07.727.002/0001-26;FIDC PCG - BRASIL MULTICARTEIRA;2024-11-30;7161678685.51;5237433292.66
07.727.757/0001-20;EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;257459868.38;250450862.29
07.738.319/0001-68;SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS;2024-11-30;21238921.09;20644417.34
07.742.454/0001-87;GP - FIDC FCVS 2;2024-11-30;69619619.59;0.00
08.093.745/0001-54;V1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTICARTEIRA OUTROS;2024-11-30;1313243.64;1342443.60
08.270.249/0001-29;MACCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;51854402.28;48964075.36
08.315.045/0001-67;HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;195304848.91;191481822.90
08.417.544/0001-65;CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;1216452753.54;0.00
08.611.414/0001-69;V3 FIDC MULTICARTEIRA - NP;2024-11-30;669391187.38;668903958.22
08.621.199/0001-87;FAMCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL NÃO PADRONIZADOS;2024-11-30;161827873.73;159373266.42
08.632.394/0001-02;RED - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE  LIMITADA;2024-11-30;1043387842.62;836613866.95
08.654.210/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP;2024-11-30;266205795.37;267293819.78
08.661.352/0001-08;VVMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;448763553.58;448792757.22
08.678.936/0001-88;SIFRA PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;916173669.38;905444680.12
08.692.888/0001-82;CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;870030863.41;0.00
08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX RESPONSABILIDADE LIMITADA;2024-11-30;224490656.14;220280692.71
08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2024-11-30;5687633.54;5728948.18
08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2024-11-30;0.00;0.00
08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2024-11-30;67233868.57;63083864.33
08.987.105/0001-98;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FORNECEDORES I DE RESPONSABILIDADE LIMITADA;2024-11-30;99152487.03;88553690.77
09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2024-11-30;-557660.93;-402845.17
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2024-11-30;89228402.23;88364533.86
09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;27310687.27;31774820.66
09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2024-11-30;172176803.16;170079173.32
09.115.244/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO II - RESPONSABILIDADE LIMITADA;2024-11-30;1530144059.00;1505399349.22
09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;108024866.24;106462989.10
09.163.026/0001-25;MERIDIANO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - NÃO PADRONIZADO;2024-11-30;70107237.27;69235399.30
09.172.117/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP;2024-11-30;286032667.61;266868957.88
09.194.841/0001-51;ATLÂNTICO FIDC - NP;2024-11-30;180582776.61;143923881.94
09.195.235/0001-50;FIDC DO SISTEMA PETROBRAS;2024-11-30;96152096967.97;87064545237.30
09.217.017/0001-70;ACCESS 1 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;295556655.73;291078064.94
09.217.024/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRANQUIAS - RESPONSABILIDADE LIMITADA;2024-11-30;2078586866.75;2012546083.18
09.220.444/0001-07;DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;24450352.26;24317029.99
09.221.411/0001-81;VERTIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;51872402.77;50587244.85
09.236.210/0001-58;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS SELECIONADOS I;2024-11-30;212452258.21;212951046.63
09.239.216/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2024-11-30;10463621.32;10289925.13
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2024-11-30;36349483.98;38853395.55
09.266.437/0001-46;JPP EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2024-11-30;65256761.13;64614117.07
09.363.400/0001-36;MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL;2024-11-30;170123992.84;168476451.00
09.410.142/0001-00;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;2024-11-30;33477002.26;33156785.58
09.414.255/0001-75;DANIELE I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;23006855.66;31136598.20
09.443.633/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO III - RESPONSABILIDADE LIMITADA;2024-11-30;690835356.46;679606427.56
09.520.712/0001-06;GRAN FIDC NÃO-PADRONIZADOS MULTISSETORIAL NP - GRANFIDC;2024-11-30;21202444.74;20304635.48
09.527.140/0001-97;BSPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2024-11-30;366945717.02;364363530.37
09.577.075/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BANCO GM - FINANCIAMENTO A CONCESSIONÁRIAS;2024-11-30;442938954.98;441995301.85
09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2024-11-30;-12907.21;-12907.21
09.609.468/0001-52;MACRO FUND - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;24280728.58;25176449.67
09.636.040/0001-07;ATLANTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2024-11-30;13993399.14;15993614.72
10.145.630/0001-08;QUATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL;2024-11-30;190851850.99;190287361.43
10.237.131/0001-40;IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;137160594.99;130626155.51
10.269.029/0001-27;AJAXJUD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2024-11-30;160836721.35;164379488.18
10.288.773/0001-79;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PEARL - RESPONSABILIDADE LIMITADA;2024-11-30;685580294.88;681563561.47
10.338.491/0001-39;BELLUNO DIGITAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;92405497.94;89996793.51
10.434.089/0001-58;BMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;269768249.39;260663871.12
10.462.494/0001-80;PRINCIPAL CLASSE DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;258075433.84;255647659.59
10.509.884/0001-68;SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2024-11-30;385636734.55;410183689.57
10.528.349/0001-54;CREDENCIAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;223651407.73;0.00
10.545.253/0001-02;VISÃO MULTIMERCADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;42982154.80;43207087.39
10.613.882/0001-14;ROYAL BANK FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;845523844.72;837498816.34
10.740.479/0001-56;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAIXA HABITAÇÃO;2024-11-30;4839662.67;4839298.74
10.756.703/0001-06;KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2024-11-30;123346929.26;122659235.61
10.759.034/0001-18;PC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;7862757.35;8130896.38
10.772.734/0001-42;GRANCRED SP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;10307534.27;10407865.77
10.774.307/0001-01;PLATINUM FIDC MULTISSETORIAL;2024-11-30;20955231.96;20861959.74
10.797.027/0001-00;SAFIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;9943285.23;12415510.69
10.810.396/0001-96;CORPORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;83277838.59;83553486.53
10.814.233/0001-81;BI INVEST FIDC FORNECEDORES PETROBRAS;2024-11-30;433727.93;433727.93
10.841.829/0001-70;SPREADSUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;19776010.60;19598830.21
10.841.847/0001-52;MULTI ASSET FIDC MULTISSETORIAL;2024-11-30;290704507.27;290556531.73
10.842.374/0001-08;MÚLTIPLO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2024-11-30;112588459.11;105726043.94
10.896.292/0001-46;INCENTIVO MULTISETORIAL I - FIDC;2024-11-30;5603132.64;5633323.72
10.996.108/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RECUPERARE;2024-11-30;116791507.55;118988399.36
11.003.181/0001-26;BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2024-11-30;31336331.42;31495611.39
11.026.623/0001-50;BENFICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;26274536.14;25934740.75
11.088.794/0001-03;MINERVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO MERCANTIL RESPONSABILIDADE LIMITADA;2024-11-30;492163802.12;0.00
11.122.821/0001-17;SL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;44523699.32;44018868.45
11.198.684/0001-02;PRASS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II;2024-11-30;185657401.75;186694737.76
11.203.571/0001-40;CRESCER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;82996933.79;82572714.94
11.230.727/0001-81;FIDC GM - VENDA DE VEÍCULOS;2024-11-30;3364424441.51;3384158479.19
11.261.368/0001-20;ALFA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;55554517.29;54899258.26
11.351.413/0001-37;CORAL FIDC MULTISETORIAL;2024-11-30;-17469818.10;-17346233.01
11.370.045/0001-74;G5 CREDIJUS CRÉDITOS JUDICIAIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;283863.68;311166.62
11.375.619/0001-05;CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS;2024-11-30;1058611075.29;1058746509.94
11.439.669/0001-09;STEP-UP CRÉDITO JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;63942267.59;63952227.05
11.468.186/0001-24;ATLANTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;2585367050.55;2578014616.89
11.468.192/0001-81;DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;257515342.50;254687931.64
11.489.344/0001-22;RED PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE LIMITADA;2024-11-30;917420707.89;763683659.22
11.491.061/0001-15;DANIELE II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;68697388.89;68580973.36
11.507.489/0001-09;BFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;272751047.92;271116637.70
11.629.795/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS EXODUS INSTITUCIONAL;2024-11-30;18500255.20;18743154.18
11.675.457/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL MASTER;2024-11-30;1395383.89;1415334.14
11.693.671/0001-00;R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;223018116.61;219491423.66
11.701.985/0001-07;VALORA GUARDIAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;371361180.21;365307297.16
11.812.962/0001-61;BERLANDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SEGMENTO ECONÔMICO FINANCEIRO;2024-11-30;128151216.24;123691119.87
11.813.230/0001-96;MA MÁQUINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO DO AGRONEGÓCIO;2024-11-30;13414442.21;13153614.47
11.823.118/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA;2024-11-30;75383349.11;71896498.59
11.827.500/0001-18;FC FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;-5376499.10;-5370663.99
11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;568778461.45;564082755.46
11.902.354/0001-48;FM1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-  RESPONSABILIDADE LIMITADA;2024-11-30;-8480199.81;-8460239.41
11.989.256/0001-90;FIDC MULTISETORIAL MASTER II;2024-11-30;9331784.54;10936967.99
12.036.226/0001-21;SG III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;9654705.47;9664492.75
12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;131375397.63;130645815.26
12.093.804/0001-61;CAPITAL ANNEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;113066870.66;111692015.27
12.138.813/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL MASTER III;2024-11-30;1039298.00;1074713.58
12.138.862/0001-64;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO MAXIMUM II;2024-11-30;0.00;0.00
12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER;2024-11-30;1281141.75;1339591.28
12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2024-11-30;239417121.09;232967935.39
12.182.585/0001-97;AGRO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;-9262072.25;-9262072.25
12.227.850/0001-06;G5 BR INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;3955550.07;95116910.98
12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;780428066.37;774008018.45
12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;203916286.31;192764694.00
12.330.846/0001-79;LHOTSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;74131976.37;74164006.78
12.377.935/0001-70;MATURITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS;2024-11-30;32200384.50;30534067.59
12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2024-11-30;1345939834.53;1320448542.03
12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;162019041.26;154018439.70
12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;68477316.19;63934749.17
12.401.806/0001-70;AIMORES FIDC-NP - RESPONSABILIDADE LIMITADA;2024-11-30;19082.59;29158.03
12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2024-11-30;1715113636.62;1716447450.70
12.440.789/0001-80;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;65840937.25;65979866.28
12.565.143/0001-20;FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;-290124.02;-287267.88
12.579.631/0001-96;VINCI CRÉDITO E DESENVOLVIMENTO I - FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;103124491.93;102974037.64
12.610.459/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA GOAL ONE;2024-11-30;142314602.50;134180406.60
12.660.458/0001-56;FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;-592117.75;-589125.81
12.660.462/0001-14;FC3 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2024-11-30;-736034.22;-732859.42
12.660.468/0001-91;FC5 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2024-11-30;-293346.99;-290462.05
12.674.251/0001-30;FC8 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA;2024-11-30;-3497879.19;-3491145.74
12.674.257/0001-08;FC6 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;-611377.53;-608346.15
12.712.606/0001-39;IGUANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;35227849.83;35690143.94
12.764.295/0001-51;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ARM - NÃO PADRONIZADO;2024-11-30;92051384.49;91490039.34
12.764.483/0001-80;NEGOCIAL FIDC SEGMENTO ECONÔMICO FINANCEIRO, INDUSTRIAL, COMERCIAL E PRESTAÇÃO DE SERVIÇOS;2024-11-30;131092156.34;127557689.25
12.769.511/0001-51;ID FINANCIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;13687162.29;12621794.75
12.778.706/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - BRASILFACTORS CRÉDITO CORPORATIVO;2024-11-30;140218281.99;139265943.09
12.796.029/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS;2024-11-30;166286100.26;156351452.60
12.803.721/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO;2024-11-30;85813315.09;84080561.18
12.813.209/0001-53;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;134259172.96;141045172.84
12.813.212/0001-77;RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;441241722.73;424793182.64
12.817.329/0001-29;HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO, FINANCEIRO E COMERCIAL;2024-11-30;3242016273.93;3267493601.12
12.910.431/0001-74;MEINBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;41083691.27;41829957.69
12.910.463/0001-70;CAPITAL RS NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;78640425.68;77994470.78
12.956.543/0001-66;CAMBUI FINANÇAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;7986307.19;7959371.39
13.004.286/0001-25;APOLO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;55299311.40;59805718.91
13.005.223/0001-93;DANIELE FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;599985865.58;607497239.02
13.026.491/0001-91;HAMPTON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;20298311.86;20403221.58
13.039.712/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREMIUM SOLIS;2024-11-30;35464141.66;48922529.44
13.098.860/0001-51;GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICRÉDITO;2024-11-30;231575812.16;230955637.82
13.321.819/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VALE;2024-11-30;1993491985.30;2447532704.65
13.327.334/0001-16;UNAVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;129360626.16;125870932.93
13.342.963/0001-15;TARGET BANK JS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1399017.11;1421361.14
13.344.834/0001-66;INCENTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL II;2024-11-30;-36055176.75;-33358830.73
13.348.521/0001-86;RDG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;25360101.36;25834177.19
13.401.155/0001-81;IRON FUND II TWC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;50605650.00;55043998.92
13.409.986/0001-08;ALBATROZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;19084278.55;19100101.09
13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;59813336.91;58990441.88
13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2024-11-30;20250958.57;19597361.63
13.509.993/0001-73;POLO MULTISETORIAL CLASSE DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;38597289.66;37163290.07
13.554.539/0001-34;MARIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL NÃO-PADRONIZADO;2024-11-30;3944462.18;3807518.60
13.598.246/0001-59;DUAS RODAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;80816060.24;81597648.44
13.606.266/0001-24;TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE LIMITADA;2024-11-30;346804903.33;370391569.32
13.633.964/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP;2024-11-30;37661.72;36714.99
13.711.061/0001-09;4SSETS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5875854.42;5652848.23
13.733.804/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MIT RESPONSABILIDADE LIMITADA;2024-11-30;388568460.98;383140139.56
13.762.574/0001-49;SIGULER GUFF (JUS BLC) 2A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;3989072.09;3986523.58
