CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_IV_A_VL_PL;TAB_IV_B_VL_PL_MEDIO
52.256.912/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ACR I BANCOS EMISSORES DE CARTÃO DE CRÉDITO RESP LIMI;2024-11-30;2584484139.44;0.00
52.258.255/0001-52;BINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;87505590.94;72735006.40
52.258.509/0001-32;MEDAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INDUSTRIAIS DE RESPONSABILIDADE ILIMITADA;2024-11-30;16151118.08;15848284.97
52.258.572/0001-79;ALGARVE TETRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;50022218.17;49345287.48
52.258.634/0001-42;CASHEW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;22119652.93;21756644.91
52.258.677/0001-28;ITAÚ PIRINEUS FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA - RESP LIMITADA;2024-11-30;535243795.12;532241575.24
52.258.922/0001-05;BRAVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17892819.90;17204005.44
52.259.540/0001-98;SFT CI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;58935902.45;53161408.17
52.259.591/0001-10;F18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;62785384.82;61507173.83
52.259.737/0001-27;ISIDORO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;8985818.35;8750715.61
52.270.934/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FICTOR;2024-11-30;128325753.00;128113311.12
52.271.464/0001-36;KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;33399461.87;15574239.81
52.272.573/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR VI;2024-11-30;0.00;0.00
52.273.542/0001-31;FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;182648047.67;180254199.87
52.286.115/0001-98;AGROGALAXY FORNECEDORES FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC;2024-11-30;1115572598.51;0.00
52.286.780/0001-81;THE CAPITAL UNIVERSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16849519.94;16603383.49
52.287.219/0001-17;SC CRÉDITOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2024-11-30;35740726.54;32077215.69
52.298.532/0001-50;IOX III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5606392.03;4828398.56
52.304.780/0001-67;STARS BANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2024-11-30;62518459.67;58045398.32
52.306.146/0001-63;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEN PME I SEGMENTO FINANCEIRO DE RESP LIMITADA;2024-11-30;81732620.77;69951165.63
52.307.401/0001-92;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HNDI FORNECEDORES - RESPONSABILIDADE LIMITADA;2024-11-30;22010455.38;21828155.66
52.315.385/0001-80;BACKSTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;5815705.43;5838284.34
52.319.921/0001-15;ESTAIADA ÉXES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;23295385.27;20139954.23
52.322.327/0001-83;GOLDEN STONE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;102004105.91;91724101.30
52.324.200/0001-01;LEOA JVS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;13104484.85;13120898.66
52.324.264/0001-02;ROOT ANGELIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17576707.70;18390912.36
52.325.895/0001-38;LCPF I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;74742352.13;68485340.51
52.327.088/0001-54;DUBROVNIK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;773436.31;574586.94
52.327.260/0001-70;IFOOD I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;569051076.36;554149880.34
52.327.272/0001-02;MEDSYSTEMS B24 FIDC SEGMENTO RECEBIVEIS COMECIAIS DE RESPONSABILIDADE LIMITADA;2024-11-30;203972786.13;197406304.35
52.337.595/0001-79;PADTEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00
52.340.225/0001-90;INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA;2024-11-30;8581414.39;5438706.37
52.341.847/0001-33;GUARDIAN MULTI CONSIGNADO III FIDC RESPONSABILIDADE LIMITADA;2024-11-30;333967773.12;0.00
52.342.331/0001-03;PERCAPITAL SOS BOLSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;-187258.67;-168473.54
52.343.195/0001-76;FARMTECH SYNGENTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;81317666.29;0.00
52.343.885/0001-25;LCBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;12617081.79;11053556.73
52.348.286/0001-02;EXP RF CONSERVADOR FEEDER - FIDC;2024-11-30;8342777.38;8333056.43
52.348.734/0001-60;VINCI PORTFOLIO CREDITO III FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;23692423.01;13599363.10
52.349.539/0001-54;Z5 FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE  LIMITADA;2024-11-30;15289853.93;13670381.15
52.351.153/0001-87;FBRAS 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;36864396.64;30753077.45
52.351.675/0001-89;ASA SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;47074042.45;44422610.45
52.351.713/0001-01;SANEOCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;696789.69;931483.21
52.352.829/0001-57;LONG LIFE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADO;2024-11-30;6861856.29;6711493.87
52.354.707/0001-08;IZI CASH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2320279.60;2314687.91
52.356.126/0001-05;ENCORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7687483.63;7850072.16
52.356.145/0001-23;PROVENCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;7299946.43;7270593.42
52.357.097/0001-98;HL CERCES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2158049.84;10655991.80
52.362.629/0001-85;3T - FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;7681761.40;7624156.46
52.363.837/0001-07;FAMA GAIA SOCIOBIOECONOMIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INVESTIMENTO SUSTENTÁVEL;2024-11-30;4613295.28;3445114.17
52.363.951/0001-29;ARC DIP JS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;318449975.26;313268115.39
52.364.436/0001-63;VBINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;27097217.53;26733971.85
52.430.088/0001-85;GUARDIAN MULTI CONSIGNADO V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESPONSABILIDADE LIMITADA;2024-11-30;7560884.54;7510276.10
52.498.421/0001-98;SOLAR PUGLIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;126318712.73;120450767.58
52.498.585/0001-15;SALENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;109627955.07;104591212.53
52.511.329/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA;2024-11-30;116469280.09;78908627.38
52.511.370/0001-97;ALGARVE TETRA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;36957513.12;36977064.44
52.511.479/0001-24;ALGARVE BETA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;71049290.10;70689997.95
52.512.069/0001-06;BRADESCO FARMTECH FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC RESPONSABILIDADE LIMITADA;2024-11-30;194217737.23;0.00
52.519.160/0001-45;MEDTECH CPV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;11667226.48;11515231.32
52.531.368/0001-80;VALENTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;9562277.97;9408350.92
52.532.399/0001-55;VERGINIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;22421221.55;22073474.13
52.554.072/0001-84;ST1 MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;252235712.11;248696493.28
52.554.183/0001-90;STT1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;11051881.80;10938415.26
52.574.087/0001-04;360 FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;23311106.34;22134164.67
52.588.379/0001-04;RADIX OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;90233770.83;88983413.76
52.590.576/0001-50;GRAN CARNES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16749438.85;16613511.38
52.594.798/0001-40;MAKTUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2059435980.14;1992783692.94
52.596.071/0001-00;CONSIGNADO PLGN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;445118553.11;441356951.57
52.607.408/0001-20;ISIDORO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7542122.59;7514492.47
52.609.463/0001-59;STARK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;99061528.27;94223581.01
52.609.670/0001-03;IRÍDIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;375396233.67;357050715.67
52.610.624/0001-24;AETOS ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4576308275.89;4249263228.71
52.635.689/0001-24;PRINTEMPS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;1260246.59
52.649.689/0001-83;CITRINO TEMPO CAPTOR (CTC) FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;67560964.86;65621756.60
52.651.831/0001-27;HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2048383268.62;1460766844.95
52.653.470/0001-58;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ST;2024-11-30;516199408.53;476072075.11
52.661.025/0001-30;GRIFFOOD BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;14185544.71;14076240.05
52.667.588/0001-35;CLASSE ÚNICA DE RESPONSABILIDADE LIMITADA DO GRUPO CASAS BAHIA FUNDO DE INV EM DIREITOS CREDITORIOS;2024-11-30;948714.85;316238.28
52.670.402/0001-05;ASSET BANK AGRONEGÓCIOS FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;16215878.74;15865115.34
52.680.835/0001-33;ATVOS ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;42600366.84;42366093.45
52.680.896/0001-09;KAISEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;37363674.34;37562254.59
52.683.660/0001-18;PLATÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;120327315.91;117857877.74
52.714.676/0001-40;PROUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;402288481.93;396907708.69
52.719.781/0001-72;ST 3001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;26941987.84;28475795.55
52.720.932/0001-02;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLIENTES BRF II;2024-11-30;970034817.24;970142419.06
52.740.729/0001-06;RADIX OPPORTUNITIES V FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;15761220.34;15599573.40
52.746.497/0001-95;SCORE EQI PREC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;81238548.95;77245410.60
52.746.800/0001-50;RKO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO;2024-11-30;8563502.97;8495714.11
52.756.013/0001-99;NM VOLPI MORTGAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2024-11-30;227394797.33;218219390.08
52.766.707/0001-07;SION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS;2024-11-30;4505562.52;4692611.75
52.766.910/0001-83;BELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;41305501.79;39050218.88
52.768.886/0001-11;GRUMARI - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4561132.05;4495487.31
52.794.422/0001-80;FIDC ESTRUTURADOS 51 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;23330444.92;23327255.74
52.804.600/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO OPEN GROWTH SILOS RESPONSABILIDADE LIMITADA;2024-11-30;102949861.62;102056486.02
52.808.215/0001-37;LUMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;61902442.32;61043575.60
52.810.196/0001-83;FUNDODEINVESTIMENTOEMDIREITOSCREDITÓRIOS EMPÍRICA FUTURO PREVIDÊNCIA CONSIGNADO PÚBLICO II RESP LTDA;2024-11-30;441644001.00;0.00
52.842.504/0001-52;REAG SPORTAINMENT CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;79641.06;176040.61
52.856.288/0001-02;GENIAL AGRO BOI BRASIL FI NAS CADEIAS PRODUTIVAS  AGRONEGÓCIO - DIREITOS CREDITÓRIOS FIAGRO;2024-11-30;27746416.09;24895705.67
52.856.414/0001-10;DW CRÉDITOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;8178983.33;12368115.37
52.878.266/0001-35;SCORPIUS HIGH ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;19370900.82;19306086.82
52.883.033/0001-20;BES CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;40961319.64;39433161.76
52.891.630/0001-05;TOK&STOK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RECEBÍVEIS COMERCIAIS;2024-11-30;0.00;0.00
52.892.178/0001-98;CISS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRESTAÇÃO DE SERVIÇOS;2024-11-30;96150068.83;95422585.01
52.908.543/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO OPEA BIOFINANCE;2024-11-30;107252023.22;99753380.72
52.910.525/0001-68;KMRBANK  FUNDO  DE  INVESTIMENTO  EM  DIREITOS  CREDITÓRIOS  RESPONSABILIDADE  LIMITADA;2024-11-30;40558808.82;39424280.64
52.918.480/0001-78;AMC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;134114321.60;132476064.61
52.923.834/0001-72;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COOPER CARD II - CRÉDITOS FINANCEIROS;2024-11-30;9074505.80;0.00
52.953.168/0001-15;AGROBIOLÓGICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;38243638.27;38190754.29
52.967.434/0001-69;LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;387807891.96;368855677.26
52.967.779/0001-12;FRONTEIRA IMPACTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00
52.968.533/0001-65;MCPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;280606120.45;0.00
52.982.703/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OSHER;2024-11-30;279029221.14;271955603.46
52.984.899/0001-28;BANCOR FIDC DE RESPONSABILIDADE LIMITADA RECEBÍVEIS COMERCIAIS;2024-11-30;100322925.85;98503651.21
52.989.090/0001-99;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NOTO CONSIGNADOS - RESPONSABILIDADE LIMITADA;2024-11-30;412885940.90;360629919.52
52.994.887/0001-84;ZIPPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;72393488.05;65746216.07
52.997.521/0001-69;UKF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7389604.05;13030302.42
52.997.572/0001-90;ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;56240083.29;52949876.46
52.997.760/0001-19;ST 2001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;2601827.80;4224165.28
52.997.828/0001-60;USECORP CATÁLISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO COMERCIAL DE RESP LIMITADA;2024-11-30;51512323.84;48818612.12
52.997.952/0001-25;ST 1004 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;123817207.26;122049939.69
52.998.078/0001-40;M12 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LONGO  PRAZO;2024-11-30;395573497.02;391680169.82
53.018.439/0001-08;DIAMANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;85664237.91;85410270.31
53.029.409/0001-05;GSR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;724372295.87;706854534.72
53.030.737/0001-13;AZUMI MASTER FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;35463973.03;35151187.82
53.030.845/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS SKYFALL;2024-11-30;96939683.63;97681439.24
53.032.051/0001-61;JEITTO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;5559184.75;5070689.57
53.032.513/0001-40;COBUCCIO EMPRÉSTIMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5499674.06;5211163.77
53.033.766/0001-39;PROSPERITÀ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3370648.48;3249657.17
53.036.495/0001-75;CONSIGNADO PÚBLICO XP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;913088787.47;0.00
53.042.591/0001-26;TFO FERTAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7264.08;36702.65
53.071.769/0001-67;HAZEITIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS DE RESPONSAB. ILIMITADA;2024-11-30;21681037.01;21528933.46
53.073.256/0001-95;B-ROL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;558732389.55;555046920.28
53.073.485/0001-00;EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE ILIMITADA;2024-11-30;2455565126.83;2413404775.43
53.073.545/0001-94;DEVLET FIDC MULTISSETORIAL DE RESPONSABILIDADE ILIMITADA;2024-11-30;7278761.48;6093640.37
53.073.603/0001-80;ST 1005 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;45559202.05;45632244.73
53.073.677/0001-16;ALBAREDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA;2024-11-30;17419696.18;17152141.94
53.077.542/0001-29;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GOFLUX FRETES;2024-11-30;3960837.60;4010184.72
53.078.148/0001-05;TSALEACH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;1453074.52;4730588.69
53.095.241/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO X - RESPONSABILIDADE LIMITADA;2024-11-30;486926879.80;487232585.90
53.109.452/0001-72;AGILE FIC FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;-52796.34;-40601.68
53.109.835/0001-40;ALGARVE COFFEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;83475927.03;84101854.76
53.109.903/0001-71;UP.P II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;189527110.15;168362209.91
53.110.325/0001-93;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIRETO RESPONSABILIDADE LIMITADA;2024-11-30;34128446.58;0.00
53.120.281/0001-82;OKEAN ANTARCTIC SUB EXCLUSIVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;951642.34;943962.30
53.121.758/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL II RESPONSABILIDADE LIMITADA;2024-11-30;157612888.35;152105888.07
53.125.179/0001-70;SQUID UNO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;1664837.42;1677640.72
53.125.630/0001-59;AGROVITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;15645954.90;15592647.41
53.129.205/0001-38;INOVA CREDTECH VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;7044464.15;6856337.33
53.145.182/0001-55;LIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4989480.32;4854998.96
53.145.978/0001-08;CREDI PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;9888821.36;9839511.30
53.147.924/0001-81;META FLORESTAL BELTERRA FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;32681934.24;0.00
53.147.925/0001-26;ROKA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;215558791.49;211445763.36
53.160.371/0001-05;Z INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE ILIMITADA;2024-11-30;32144703.58;29944591.27
53.164.551/0001-57;PRIME PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;45839455.20;44822819.93
53.164.652/0001-28;IS SOL AGORA GREEN II ESG FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2024-11-30;928554592.99;782356803.26
53.165.079/0001-77;GDV CAPTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16057604.84;15912704.64
53.165.872/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BRASIL CONSIG;2024-11-30;36704777.79;33064841.55
53.167.385/0001-42;RELAUREA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTO DE RESPONSABILIDADE LIMITADA;2024-11-30;11958584.23;11763299.59
53.167.853/0001-89;AMENDOEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;49238287.51;48259971.61
53.171.779/0001-74;SÓCRATES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;27053263.75;26739278.63
53.179.862/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA FGTS MT II;2024-11-30;139413110.52;139448101.07
53.180.877/0001-78;MATUA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17139459.07;20030765.45
53.189.745/0001-07;CRÉDITO CONSIGNADO PREFIXADO FI EM COTAS DE FI EM DIR CRED FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;310721445.30;325775234.32
53.190.018/0001-60;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ILHA DE MARÉ;2024-11-30;1108935.18;1051498.96
53.193.040/0001-63;AMBAAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;1337330.50;1255511.71
53.193.689/0001-84;LUGANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;30737926.64;25692206.39
53.197.397/0001-10;CIRRUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1300216.68;1350863.85
